Worldwide Gross($M),Movie,Release Year
70.71,Hannah Montana/Miley Cyrus: Best of Both Worlds Concert Tour,2008
70.74,The Grudge 2,2006
70.77,The Cabin in the Woods,2012
70.84,Shallow Hal,2001
70.91,Groundhog Day,1993
70.94,Kate and Leopold,2001
70.95,Son of God,2014
71.00,Cleopatra,1963
71.00,Anna Karenina,2012
71.01,The Counselor,2013
71.05,Curious George,2006
71.07,XXX: State of the Union,2005
71.17,3:10 to Yuma,2007
71.17,Down to Earth,2001
71.19,Shanghai Noon,2000
71.23,Holes,2003
71.39,The House Bunny,2008
71.43,The Royal Tenenbaums,2001
71.49,What Dreams May Come,1998
71.52,Bandits,2001
71.56,Trainspotting,1996
71.59,Sammy's avonturen: De geheime doorgang,2010
71.72,Rules of Engagement,2000
71.74,Small Soldiers,1998
71.88,Funny People,2009
72.00,Around the World in 80 Days,2004
72.06,My Fair Lady,1964
72.30,Colombiana,2011
72.36,"Yours, Mine and Ours",2005
72.52,Death Race,2008
72.55,Miss Peregrine’s Home for Peculiar Children,2016
72.57,Urban Legend,1998
72.69,The One,2001
72.79,Lady in the Water,2006
72.84,The Best Man Holiday,2013
73.00,Ben-Hur,1959
73.03,Superhero Movie,2008
73.14,Eternal Sunshine of the Spotless Mind,2004
73.18,"Dude, Where's My Car?",2000
73.24,Here Comes the Boom,2012
73.33,Beetle Juice,1988
73.42,Brick Mansions,2014
73.52,Life,1999
73.70,Diary of a Wimpy Kid: Rodrick Rules,2011
73.79,Miracles from Heaven,2016
73.83,The Divine Secrets of the Ya-Ya Sisterhood,2002
73.96,The Hurricane,1999
73.96,Obsessed,2009
73.98,War Room,2015
74.06,La famille Bélier,2015
74.13,The Core,2003
74.16,Escape From Planet Earth,2013
74.18,The Kite Runner,2007
74.36,To Rome with Love,2012
74.43,WarGames,1983
74.46,Crimson Peak,2015
74.57,Bend it Like Beckham,2003
74.58,"I, Frankenstein",2014
74.73,Jackie Brown,1997
74.79,The Prince of Tides,1991
74.87,Elizabeth: The Golden Age,2007
75.28,The Back-up Plan,2010
75.39,The Count of Monte Cristo,2002
75.51,The Last of the Mohicans,1992
75.53,Stomp the Yard,2007
75.57,Man cheng jin dai huang jin jia,2006
75.69,Dreamcatcher,2003
75.76,"O Brother, Where Art Thou?",2000
75.80,Cruel Intentions,1999
75.84,The Change-Up,2011
75.85,Tin Cup,1996
75.90,Mike and Dave Need Wedding Dates,2016
75.97,The Mortal Instruments: City of Bones,2013
76.09,The Book Thief,2013
76.12,The Judge,2014
76.20,Easy A,2010
76.27,The Untouchables,1987
76.35,The Mechanic,2011
76.42,Stealth,2005
76.48,Home on the Range,2004
76.66,The Muppet Movie,1979
76.67,Coach Carter,2005
76.95,Diary of a Wimpy Kid,2010
77.06,Barbershop,2002
77.15,Bad Santa,2003
77.21,There Will Be Blood,2007
77.22,Mirrors,2008
77.22,Money Train,1995
77.23,Diary of a Wimpy Kid: Dog Days,2012
77.39,The Ladykillers,2004
77.48,Serendipity,2001
77.51,Halloween,2007
77.56,Out of Sight,1998
77.59,The Number 23,2007
77.63,Windtalkers,2002
77.64,United 93,2006
77.64,Hostage,2005
77.74,The Ides of March,2011
77.98,The Boss,2016
78.02,The Terminator,1984
78.05,Drive,2011
78.08,The Sentinel,2006
78.10,Paranormal Activity: The Ghost Dimension,2015
78.21,The Unborn,2009
78.27,The Other Boleyn Girl,2008
78.35,Collateral Damage,2002
78.36,If I Stay,2014
78.48,Righteous Kill,2008
78.57,Sicario,2015
78.61,Scary Movie V,2013
78.66,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991
78.69,Skyline,2010
78.77,Orphan,2009
78.90,From Russia With Love,1964
78.95,Showtime,2002
79.07,R.I.P.D.,2013
79.11,Conan the Barbarian,1982
79.25,El orfanato,2007
79.28,Jackass: The Movie,2002
79.31,Muppets Most Wanted,2014
79.38,"Goodbye, Lenin!",2004
79.56,Revolutionary Road,2008
79.82,The Golden Child,1986
79.92,D-War,2007
79.96,Exit Wounds,2001
80.00,The Ten Commandments,1956
80.00,Footloose,1984
80.01,Finding Forrester,2000
80.17,The Wedding Ringer,2015
80.22,War Dogs,2016
80.23,Fame,2009
80.28,30 Days of Night,2007
80.37,The Game,1997
80.47,Storks,2016
80.48,Did You Hear About the Morgans?,2009
80.49,The Rookie,2002
80.50,Fiddler on the Roof,1971
80.58,Hannibal Rising,2007
80.59,Savages,2012
80.68,Spy Kids: All the Time in the World,2011
80.77,Sinbad: Legend of the Seven Seas,2003
80.83,The Rundown,2003
81.08,Duplicity,2009
81.15,Frankenweenie,2012
81.20,Das Leben der Anderen,2007
81.20,Police Academy,1984
81.25,The Grey,2012
81.25,Apocalypse Now,1979
81.28,Pain & Gain,2013
81.42,Vampires Suck,2010
81.45,Tinker Tailor Soldier Spy,2011
81.46,Premonition,2007
81.53,Hope Floats,1998
81.60,M*A*S*H,1970
81.61,Midnight Run,1988
81.74,Hot Fuzz,2007
81.97,Hitman: Agent 47,2015
81.97,The Land Before Time,1988
82.00,On Her Majesty's Secret Service,1969
82.15,Catwoman,2004
82.15,Letters to Juliet,2010
82.15,Reign of Fire,2002
82.15,Elizabeth,1998
82.18,Identity,2003
82.24,Hostel,2006
82.33,"Big Mommas: Like Father, Like Son",2011
82.34,Men of Honor,2000
82.41,Carrie,2013
82.50,Act of Valor,2012
82.75,Firewall,2006
82.81,Edge of Darkness,2010
82.93,The Possession,2012
82.96,28 Days Later...,2003
83.05,The Strangers,2008
83.08,Zodiac,2007
83.09,Dead Man Walking,1995
83.11,Sky High,2005
83.23,In & Out,1997
83.28,Blow,2001
83.31,Assassins,1995
83.32,Fantasia,1940
83.45,Airplane!,1980
83.53,Les Choristes,2004
83.53,Point Break,1991
83.59,Snatch,2000
83.66,Piranha 3D,2010
83.79,The Illusionist,2006
83.83,Les Bronzés 3: amis pour la vie,2006
84.02,Marmaduke,2010
84.15,Priest,2011
84.61,J. Edgar,2011
84.65,Meet the Spartans,2008
84.97,Das Boot,1982
85.13,Final Fantasy: The Spirits Within,2001
85.15,Date Movie,2006
85.28,Jackass: Number Two,2006
85.30,Stripes,1981
85.51,Paper Towns,2015
85.53,The Whole Nine Yards,2000
85.63,Tears of the Sun,2003
85.76,Max Payne,2008
85.91,The Cell,2000
86.05,The Inbetweeners,2012
86.30,Young Frankenstein,1974
86.30,The Constant Gardener,2005
86.36,Paranormal Activity: The Marked Ones,2014
86.51,The Kingdom,2007
86.61,Rat Race,2001
86.65,Abduction,2011
86.76,A Million Ways to Die in The West,2014
86.77,Old School,2003
86.79,Oceans,2010
86.80,Dinner for Schmucks,2010
86.86,Epic Movie,2007
86.93,The Naked Gun 2½: The Smell of Fear,1991
87.00,Star Trek III: The Search for Spock,1984
87.04,El Laberinto del Fauno,2006
87.10,Sabrina,1995
87.12,The Shaggy Dog,2006
87.15,The Lincoln Lawyer,2011
87.17,Hall Pass,2011
87.23,Volver,2006
87.40,Peter Pan,1953
87.42,Bicentennial Man,1999
87.52,R.V.,2006
87.68,Ali,2001
87.73,Sinister,2012
87.95,Spawn,1997
87.96,Deliver Us from Evil,2014
87.99,Match Point,2005
88.07,Snowpiercer,2014
88.32,Shanghai Knights,2003
88.61,La Môme,2007
88.83,State of Play,2009
88.93,Rumor Has It,2005
88.98,The Transporter 2,2005
89.10,Underworld 3: Rise of the Lycans,2009
89.18,About Time,2013
89.31,Ben-Hur,2016
89.44,Stigmata,1999
89.48,Anchorman: The Legend of Ron Burgundy,2004
89.74,Ender's Game,2013
89.76,Sucker Punch,2011
89.83,Southpaw,2015
89.96,Racing Stripes,2005
90.21,Spotlight,2015
90.22,This is 40,2012
90.38,Bedazzled,2000
90.38,The Second Best Exotic Marigold Hotel,2015
90.40,Final Destination 2,2003
90.42,In the Heart of the Sea,2015
90.45,Bring it On,2000
90.48,The Tale of Despereaux,2008
90.51,Madea Goes To Jail,2009
90.52,Galaxy Quest,1999
90.55,Burlesque,2010
90.61,King Kong,1976
90.72,Autumn in New York,2000
90.72,Kangaroo Jack,2003
90.82,The Karate Kid,1984
90.85,The Little Prince,2016
91.04,Romeo Must Die,2000
91.13,Season of the Witch,2011
91.27,The Purge,2013
91.39,Drag Me To Hell,2009
91.46,Get Him to the Greek,2010
91.65,My Big Fat Greek Wedding 2,2016
91.68,Red Riding Hood,2011
91.73,"I Love You, Man",2009
91.80,Treasure Planet,2002
91.94,No Reservations,2007
92.09,White Noise,2005
92.11,Secret Window,2004
92.26,The Skeleton Key,2005
92.36,The Family Stone,2005
92.49,Four Brothers,2005
92.54,I Am Sam,2001
92.62,Gwoemul,2007
92.67,Friday the 13th,2009
92.68,The Last Song,2010
92.69,Syriana,2005
92.83,When Harry Met Sally…,1989
92.86,House of Flying Daggers,2004
92.94,Deuce Bigalow: Male Gigolo,1999
92.99,Michael Clayton,2007
93.39,Speed Racer,2008
93.47,Money Monster,2016
93.59,The Color Purple,1985
93.63,Downfall,2005
93.67,The Internship,2013
93.72,Jin líng shí san chai,2011
93.93,Tammy,2014
94.05,Safe Haven,2013
94.22,The River Wild,1994
94.27,The Hundred-Foot Journey,2014
94.50,Role Models,2008
94.70,Silent Hill,2006
94.73,The Wedding Planner,2001
94.76,Riddick,2013
94.88,1941,1979
94.89,The Lovely Bones,2009
94.94,Be Cool,2005
95.09,40 Days and 40 Nights,2002
95.10,Old Dogs,2009
95.26,Peter Pan,2003
95.54,Shooter,2007
95.57,Killers,2010
95.64,The Butterfly Effect,2004
95.71,Underworld,2003
95.80,Star Trek II: The Wrath of Khan,1982
95.83,Poltergeist,2015
95.99,Scream 4,2011
96.02,The 6th Day,2000
96.07,Dolphin Tale,2011
96.10,TMNT,2007
96.15,The Tigger Movie,2000
96.15,The Manchurian Candidate,2004
96.22,The Stepford Wives,2004
96.40,8MM,1999
96.44,13 Going On 30,2004
96.47,Christmas with the Kranks,2004
96.63,The Lucky One,2012
96.67,Red Eye,2005
96.67,My Sister's Keeper,2009
96.90,Star Trek VI: The Undiscovered Country,1991
96.95,Jarhead,2005
96.97,Enemy at the Gates,2001
97.03,The Hours,2002
97.14,The Rite,2011
97.39,Inspector Gadget,1999
97.41,Once Upon a Time in Mexico,2003
97.47,42,2013
97.52,Green Zone,2010
97.53,Kick-Ass,2010
97.60,The Man with the Golden Gun,1974
97.65,The Book of Life,2014
97.71,The Thin Red Line,1998
97.78,Evil Dead,2013
97.80,Nanny McPhee and the Big Bang,2010
97.84,Phone Booth,2003
98.11,Are We There Yet?,2005
98.23,Rush,2013
98.27,Predator,1987
98.32,The Visit,2015
98.34,Evolution,2001
98.41,Contraband,2012
98.70,Bowfinger,1999
98.75,Les Visiteurs,1996
98.82,Paycheck,2003
98.84,Black Mass,2015
98.96,Philomena,2013
98.98,The Time Machine,2002
99.01,The Wild,2006
99.03,Justin Bieber: Never Say Never,2011
99.12,Where the Wild Things Are,2009
99.14,Hitman,2007
99.30,Nacho Libre,2006
99.42,Street Fighter,1994
99.60,How to be Single,2016
99.75,Mad Max,1980
99.82,Hellboy,2004
99.87,Insidious,2011
99.93,Dirty Grandpa,2016
100.23,Any Given Sunday,1999
100.49,No se Aceptan Devoluciones,2013
100.62,A Knight’s Tale,2001
100.64,Little Miss Sunshine,2006
100.65,Up Close & Personal,1996
100.66,Vacation,2015
100.69,Just Like Heaven,2005
100.75,Joy,2015
100.83,Courage Under Fire,1996
100.85,Fight Club,1999
100.92,Heaven is for Real,2014
101.16,Paul,2011
101.17,Crash,2005
101.36,Scream 2,1997
101.37,Mars Attacks!,1996
101.38,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014
101.38,Miss Congeniality 2: Armed and Fabulous,2005
101.56,Just Married,2003
101.64,Little Man,2006
101.76,The Devil Inside,2012
101.86,Nim's Island,2008
101.94,Shaun the Sheep,2015
102.03,Kung Fu Hustle,2005
102.05,Timecop,1994
102.12,Guess Who,2005
102.23,John Q,2002
102.24,Zombieland,2009
102.30,Mary Poppins,1964
102.31,Butch Cassidy and the Sundance Kid,1969
102.33,The Time Traveler's Wife,2009
102.33,Ladder 49,2004
102.40,The Pineapple Express,2008
102.72,Love and Other Drugs,2010
102.75,The Hitchhiker's Guide to the Galaxy,2005
102.83,The Cable Guy,1996
102.84,My Bloody Valentine,2009
102.91,Blue Jasmine,2013
102.99,Jimmy Neutron: Boy Genius,2001
103.03,Project X,2012
103.04,Transcendence,2014
103.22,Birdman or (The Unexpected Virtue of Ignorance),2014
103.28,Rugrats in Paris,2000
103.45,Dawn of the Dead,2004
103.59,Ouija,2014
103.74,Escape Plan,2013
103.79,Resident Evil,2002
103.88,Saw,2004
103.89,Snake Eyes,1998
104.10,Gangster Squad,2013
104.27,Eyes Wide Shut,1999
104.28,Sanctum,2011
104.32,Under Siege 2: Dark Territory,1995
104.36,Dragonheart,1996
104.41,The Prestige,2006
104.43,The Tuxedo,2002
104.44,Neighbors 2: Sorority Rising,2016
104.49,Don’t Say a Word,2001
104.50,Vicky Cristina Barcelona,2008
104.51,Training Day,2001
104.91,The Campaign,2012
105.00,Chappie,2015
105.02,Cinderella Man,2005
105.10,Race to Witch Mountain,2009
105.16,Along Came a Spider,2001
105.17,Forgetting Sarah Marshall,2008
105.25,Hereafter,2010
105.30,The Brothers Grimm,2005
105.45,The Man From U.N.C.L.E.,2015
105.89,Life as We Know It,2010
105.95,Horrible Bosses 2,2014
106.00,Mission to Mars,2000
106.03,Sisters,2015
106.28,Mr. Holland's Opus,1995
106.51,Get Hard,2015
106.52,Spirit: Stallion of the Cimarron,2002
106.55,Made of Honor,2008
106.58,10 Cloverfield Lane,2016
106.59,Driving Miss Daisy,1989
107.05,About Schmidt,2002
107.19,Shaft,2000
107.21,The Chronicles of Riddick,2004
107.22,Ace Ventura: Pet Detective,1994
107.59,ParaNorman,2012
107.60,Paul Blart: Mall Cop 2,2015
107.75,Three Kings,1999
107.82,The American President,1995
107.97,The Texas Chainsaw Massacre,2003
108.09,Hidalgo,2004
108.19,Superman II,1981
108.47,Pompeii,2014
108.98,One Flew Over the Cuckoo's Nest,1975
109.00,Planet 51,2009
109.18,The Amityville Horror,2005
109.28,Billy Elliot,2000
109.36,Fool's Gold,2008
109.42,Män som hatar kvinnor,2009
109.49,Porky's,1982
109.79,Sideways,2004
109.84,Hoodwinked,2005
109.85,The Dukes of Hazzard,2005
109.86,Peter Pan: Return to Neverland,2002
110.39,Free Birds,2013
110.40,Casino,1995
110.52,The Net,1995
110.62,Seventh Son,2015
110.68,The 5th Wave,2016
110.99,Step Up,2006
111.30,Moneyball,2011
111.45,White Chicks,2004
111.53,The Purge: Anarchy,2014
111.60,You Only Live Twice,1967
111.85,The Pianist,2002
111.86,Doctor Zhivago,1965
111.95,The Boxtrolls,2014
112.01,Frankenstein,1994
112.04,Final Destination,2000
112.21,Rambo,2008
112.61,The Tooth Fairy,2010
112.80,Final Destination 3,2006
112.91,Last Vegas,2013
113.02,The Reader,2008
113.27,The Magnificent Seven,2016
113.31,Striptease,1996
113.33,Arthur et les Minimoys,2006
113.35,Species,1995
113.37,Think Like a Man,2012
113.40,Prisoners,2013
113.42,Underworld: Evolution,2006
113.49,Judge Dredd,1995
113.54,The Score,2001
113.62,Insomnia,2002
113.81,Changeling,2008
113.92,Coyote Ugly,2000
114.58,Freddy vs. Jason,2003
114.66,We Were Soldiers,2002
114.77,The Corpse Bride,2005
114.83,The Lake House,2006
114.96,Saving Mr. Banks,2013
114.98,Cats & Dogs: The Revenge of Kitty Galore,2010
115.02,Get Shorty,1995
115.04,Finding Neverland,2004
115.12,Warm Bodies,2013
115.15,Bride Wars,2009
115.59,The Iron Lady,2011
116.00,Diamonds Are Forever,1971
116.04,Pitch Perfect,2012
116.12,The Notebook,2004
116.21,Closer,2004
116.63,The Siege,1998
116.64,The Purge: Election Year,2016
116.77,Earth,2009
116.81,Water for Elephants,2011
116.86,Tian jiang xiong shi,2015
116.90,Snow Dogs,2002
117.09,Lost in Translation,2003
117.21,The Forgotten,2004
117.45,Blue Streak,1999
117.62,The Client,1994
117.73,A Nightmare on Elm Street,2010
117.80,Star Trek: Insurrection,1998
118.10,Shall We Dance?,2004
118.21,Saw V,2008
118.23,Hotel for Dogs,2009
118.54,Disturbia,2007
118.56,Body of Lies,2008
118.58,Barnyard: The Original Party Animals,2006
118.59,The Shallows,2016
118.73,We Bought a Zoo,2011
119.11,Unfaithful,2002
119.18,Beverly Hills Cop III,1994
119.30,The Omen,2006
119.50,Blazing Saddles,1974
119.51,Charlie Wilson's War,2007
119.63,Red Cliff,2009
119.67,Surrogates,2009
119.72,Spy Kids 2: The Island of Lost Dreams,2002
119.74,Road Trip,2000
119.92,Jeepers Creepers II,2003
120.00,Star Trek: Generations,1994
120.10,Volcano,1997
120.19,Lethal Weapon,1987
120.61,Eight Below,2006
120.68,Insidious Chapter 3,2015
120.83,Parental Guidance,2012
120.93,What to Expect When You're Expecting,2012
121.03,Apocalypto,2006
121.10,Starship Troopers,1997
121.33,Intolerable Cruelty,2003
121.67,Sahara,2005
121.71,Poltergeist,1982
121.86,Bridget Jones’s Baby,2016
122.07,The Princess Diaries 2: Royal Engagement,2004
122.08,Executive Decision,1996
122.13,Mortal Kombat,1995
122.15,The Theory of Everything,2014
122.24,Save the Last Dance,2001
122.53,The Nut Job,2014
123.68,Chronicle,2012
123.70,Hide and Seek,2005
123.71,Magic Mike XXL,2015
123.89,Pan,2015
123.92,Good Morning Vietnam,1987
123.95,Big Fish,2003
124.18,Sausage Party,2016
124.25,Ride Along 2,2016
124.30,The Thomas Crown Affair,1999
124.51,Invictus,2009
124.72,The Family Man,2000
124.82,Ray,2004
124.90,Goldfinger,1964
125.17,Resident Evil: Apocalypse,2004
125.21,First Blood,1982
125.25,I Know What You Did Last Summer,1997
125.34,"Legally Blonde 2: Red, White & Blonde",2003
126.04,Coraline,2009
126.07,Sex Tape,2014
126.20,L.A. Confidential,1997
126.43,American Wedding,2003
126.54,This is the End,2013
126.55,Pride & Prejudice,2005
126.65,Julie & Julia,2009
126.93,The Adjustment Bureau,2011
127.23,Predators,2010
127.36,First Knight,1995
127.43,Pete’s Dragon,2016
127.63,U-571,2000
127.77,Gandhi,1982
127.99,Blended,2014
128.13,Point Break,2015
128.26,The Artist,2011
128.40,Failure to Launch,2006
128.47,Step Brothers,2008
128.75,Nanny McPhee,2006
128.79,The Talented Mr. Ripley,1999
128.87,Space Cowboys,2000
128.88,Aliens vs. Predator - Requiem,2007
128.89,The Queen,2006
128.96,The Woman in Black,2012
129.08,The Forbidden Kingdom,2008
129.26,The Fighter,2010
129.78,Atonement,2007
129.83,Jingle All the Way,1996
130.21,V for Vendetta,2006
130.40,"You, Me and Dupree",2006
130.58,Walking with Dinosaurs,2013
130.67,Cloud Atlas,2012
130.76,About a Boy,2002
130.79,Brüno,2009
130.95,Mean Girls,2004
130.97,Man on Fire,2004
131.01,Wolf,1994
131.05,Boomerang,1992
131.16,Bewitched,2005
131.16,Law Abiding Citizen,2009
131.18,Don’t Breathe,2016
131.23,The Last Witch Hunter,2015
131.24,Blade,1998
131.26,1408,2007
131.38,Jack Ryan: Shadow Recruit,2014
131.45,Seven Years in Tibet,1997
131.46,The Big Short,2015
131.49,Munich,2005
131.95,School of Rock,2003
132.12,Babel,2006
132.40,Blade: Trinity,2004
132.44,A League of Their Own,1992
132.49,2 Guns,2013
133.00,Astérix aux Jeux Olympiques,2008
133.00,Star Trek IV: The Voyage Home,1986
133.09,Hope Springs,2012
133.28,La marche de l'empereur,2005
133.55,Gods of Egypt,2016
133.60,Perfume: The Story of a Murderer,2006
133.74,Saw 3D,2010
133.82,The Cat in the Hat,2003
133.95,Pokemon 2000,2000
134.61,Zero Dark Thirty,2012
134.64,The Best Exotic Marigold Hotel,2012
134.99,Sense and Sensibility,1995
135.02,Cheaper by the Dozen 2,2005
135.76,Saw IV,2007
135.81,The Bounty Hunter,2010
136.05,Lost In Space,1998
136.12,Unknown,2011
136.14,The Pirates! Band of Misfits,2012
136.71,Remember the Titans,2000
136.89,Let’s Be Cops,2014
137.00,Anaconda,1997
137.02,Stardust,2007
137.05,Big Momma's House 2,2006
137.16,RED 2,2013
137.30,Last Action Hero,1993
137.43,Wall Street 2: Money Never Sleeps,2010
137.49,Abraham Lincoln: Vampire Hunter,2012
137.55,Contagion,2011
137.96,Platoon,1986
137.98,Bridge to Terabithia,2007
139.00,Star Trek: The Motion Picture,1979
139.11,Die Hard,1988
139.47,17 Again,2009
139.70,Towering Inferno,1974
139.72,Legend of the Guardians: The Owls of Ga'Hoole,2010
139.80,Anastasia,1997
139.84,Annie,2014
139.88,The Three Musketeers,2011
140.00,American Graffiti,1973
140.12,The Jungle Book 2,2003
140.25,The Rocky Horror Picture Show,1975
140.43,Source Code,2011
140.56,Trainwreck,2015
140.62,Paranormal Activity 4,2012
140.89,The Rugrats Movie,1998
140.90,The Devil's Own,1997
141.19,Scary Movie 2,2001
141.20,Thunderball,1965
141.21,Mona Lisa Smile,2003
141.21,Dumb and Dumber To,2014
141.25,Bad Boys,1995
141.27,Monster House,2006
141.48,The Legend of Zorro,2005
141.48,Gothika,2003
141.60,National Lampoon's Animal House,1978
141.81,Legally Blonde,2001
141.87,Lights Out,2016
142.03,Dear John,2010
142.05,SpongeBob SquarePants: The Movie,2004
142.63,The Wolfman,2010
142.78,Conspiracy Theory,1997
143.05,Spy Game,2001
143.99,Charlotte's Web,2006
144.11,Herbie: Fully Loaded,2005
144.53,The Exorcism of Emily Rose,2005
145.24,The Mexican,2001
145.40,Surf's Up,2007
145.48,The Hateful Eight,2015
145.59,Blades of Glory,2007
146.16,Resident Evil: Extinction,2007
146.20,I am Number Four,2011
146.30,Music and Lyrics,2007
146.59,The Game Plan,2007
146.60,Friends with Benefits,2011
146.85,New Year’s Eve,2011
147.08,Swordfish,2001
147.14,"Crazy, Stupid, Love",2011
147.54,Romeo+Juliet,1996
147.60,The BFG,2016
147.99,Garfield: A Tail of Two Kitties,2006
148.10,Mama,2013
148.17,Gremlins,1984
148.35,Broken Arrow,1996
148.59,Step Up 2 the Streets,2008
148.72,Seabiscuit,2003
149.02,Death Becomes Her,1992
149.22,Ghost Rider: Spirit of Vengeance,2012
149.23,No Strings Attached,2011
149.27,"Me, Myself & Irene",2000
149.71,The General's Daughter,1999
149.72,Arthur Christmas,2011
149.80,Lone Survivor,2013
150.00,Star Trek: First Contact,1996
150.35,Mononoke-hime,1999
150.47,Speed 2: Cruise Control,1997
150.52,Jack and Jill,2011
150.56,Olympus Has Fallen,2013
150.89,Vantage Point,2008
151.46,The Bone Collector,1999
151.66,47 Ronin,2013
151.67,Big,1988
151.95,Evita,1996
152.02,Congo,1995
152.04,Phenomenon,1996
152.27,A Time to Kill,1996
152.27,Date Night,2010
152.36,The Taking of Pelham 123,2009
152.46,Antz,1998
152.50,Chocolat,2000
152.57,The Town,2010
152.63,A View to a Kill,1985
152.93,Saw II,2005
153.01,Devil's Advocate,1997
153.49,Tower Heist,2011
153.54,Kill Bill: Volume 2,2004
153.73,Ride Along,2014
154.22,Beverly Hills Chihuahua,2008
154.34,Blade 2,2002
154.36,Focus,2015
154.52,Sully,2016
154.61,The Phantom of the Opera,2004
155.01,Final Destination 5,2011
155.06,Cool Runnings,1993
155.20,Scary Movie 3,2003
155.56,Limitless,2011
155.71,Dreamgirls,2006
155.75,The Haunted Mansion,2003
155.77,P.S. I Love You,2007
155.93,Monster-in-Law,2005
156.17,Licence to Kill,1989
156.23,Rocky Balboa,2006
156.40,Planes: Fire and Rescue,2014
156.60,Into the Storm,2014
156.82,War Horse,2011
156.82,Mystic River,2003
156.84,Yip Man 3,2016
156.97,This Means War,2012
157.09,Lara Croft: Tomb Raider: The Cradle of Life,2003
157.67,Days of Thunder,1990
157.79,The Fast and the Furious: Tokyo Drift,2006
157.85,21,2008
157.96,Happy Feet Two,2011
158.16,Goosebumps,2015
158.50,Alien 3,1992
158.53,Sin City,2005
158.70,The Monuments Men,2014
158.75,The Book of Eli,2010
158.91,Daylight,1996
158.93,The Pink Panther,2006
159.16,Unforgiven,1992
159.36,The Jackal,1997
159.39,Crimson Tide,1995
159.62,The Sting,1973
159.69,Black Hawk Down,2001
159.75,Stepmom,1998
160.00,Never Say Never Again,1983
160.25,27 Dresses,2008
160.38,Underworld: Awakening,2012
160.39,Hellboy II: The Golden Army,2008
160.50,Legends of the Fall,1994
160.56,Flight,2012
160.65,America's Sweethearts,2001
160.70,Alien: Resurrection,1997
160.82,Freaky Friday,2003
160.90,Jackass Presents: Bad Grandpa,2013
160.97,The Muppets,2011
161.51,Memoirs of a Geisha,2005
161.51,Bridge of Spies,2015
161.63,Payback,1999
161.80,Live and Let Die,1973
161.84,Scream 3,2000
161.92,Insidious Chapter 2,2013
161.94,The Ring Two,2005
162.74,Dick Tracy,1990
162.75,The Interpreter,2005
162.78,The Happening,2008
162.84,The Spiderwick Chronicles,2008
162.87,Talladega Nights: The Ballad of Ricky Bobby,2006
162.94,Midnight in Paris,2011
163.02,The Island,2005
163.13,Johnny English,2003
163.30,World Trade Center,2006
163.44,Unbroken,2014
163.64,Pokemon: The First Movie,1999
163.82,Miami Vice,2006
163.84,Maid in Manhattan,2002
163.88,Saw III,2006
164.05,No Country for Old Men,2007
164.29,Daddy Day Care,2003
164.35,The Grand Budapest Hotel,2014
164.54,Johnny English Reborn,2011
164.60,The Huntsman: Winter’s War,2016
164.68,Bringing Down the House,2003
164.80,"Six Days, Seven Nights",1998
165.05,Deep Blue Sea,1999
165.10,In Time,2011
165.17,Cold Mountain,2003
165.33,The Princess Diaries,2001
165.55,Step Up Revolution,2012
165.60,Sleepers,1996
165.89,Step Up 3D,2010
165.89,The Scorpion King,2002
165.90,Contact,1997
166.00,Stuart Little 2,2002
166.31,Nutty Professor II: The Klumps,2000
166.62,Seven Pounds,2008
166.84,Up in the Air,2009
167.12,Fantastic Four,2015
167.30,Alexander,2004
167.78,3 Men and a Baby,1987
167.79,Dodgeball: A True Underdog Story,2004
167.85,Spy Kids 3-D: Game Over,2003
168.17,Burn After Reading,2008
168.31,Four Christmases,2008
168.84,Twelve Monkeys,1995
169.17,Hannah Montana the Movie,2009
169.30,The Emperor's New Groove,2000
169.40,The Saint,1997
169.51,Unstoppable,2010
169.59,The Impossible,2012
169.96,Superbad,2007
170.20,Starsky & Hutch,2004
170.47,Looper,2012
170.55,Magic Mike,2012
170.68,Bad Moms,2016
170.81,Zookeeper,2011
170.94,The Other Guys,2010
171.27,Mr. Deeds,2002
171.30,Cloverfield,2008
171.38,Blood Diamond,2006
171.48,The Divergent Series: Allegiant,2016
171.69,Jackass 3D,2010
172.19,Anchorman 2: The Legend Continues,2013
172.45,Couples Retreat,2009
172.54,AVP: Alien Vs. Predator,2004
172.83,The Santa Clause 2,2002
173.04,Along Came Polly,2004
173.05,Scream,1996
173.56,Big Momma's House,2000
173.57,Creed,2015
173.61,Mirror Mirror,2012
174.13,Evan Almighty,2007
174.20,Le Fabuleux destin d'Amélie Poulain,2001
174.46,George Of The Jungle,1997
174.81,The Bucket List,2007
175.36,Identity Thief,2013
175.51,The Descendants,2011
175.52,The Bridges of Madison County,1995
175.91,Cowboys and Aliens,2011
176.10,Doctor Dolittle 2,2001
176.26,The Italian Job,2003
176.47,Kill Bill: Volume 1,2003
176.89,Analyze This,1999
177.01,Brokeback Mountain,2005
177.03,Lee Daniels' The Butler,2013
177.20,Tootsie,1982
177.24,The A-Team,2010
177.34,The 40 Year-old Virgin,2005
177.51,Paranormal Activity 2,2010
177.54,Jet Li's Hero,2004
177.84,Double Jeopardy,1999
177.99,Flubber,1997
178.07,Eagle Eye,2008
178.10,Patriot Games,1992
178.20,Dante's Peak,1997
178.71,Scary Movie 4,2006
178.89,How to Lose a Guy in 10 Days,2003
179.21,Moulin Rouge,2001
